Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 32 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. robust  [ID: 60608]
2091. hoping the nifty premise will create enough interest to make up for an unfocused screenplay  [ID: 55811]
 ##### 
2092. a long , dull procession of despair  [ID: 16948]
 ##### 
2093. is still able to create an engaging story that keeps you guessing at almost every turn  [ID: 57220]
 ##### 
2094. averting an american-russian armageddon  [ID: 57535]
 ##### 
2095. believe it or  [ID: 61679]
 ##### 
2096. to bolt the theater in the first 10 minutes  [ID: 41571]
 ##### 
2097. falling short  [ID: 23749]
 ##### 
2098. a terrific performance  [ID: 65291]
 ##### 
2099. well , jason 's gone to manhattan and hell  [ID: 12998]
 ##### 
2100. takes no apparent joy in making movies  [ID: 54504]
 ##### 
2101. thoroughly satisfying  [ID: 36277]
 ##### 
2102. is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .  [ID: 57284]
 ##### 
2103. what ( denis ) accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .  [ID: 61086]
 ##### 
2104. this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .  [ID: 16828]
 ##### 
2105. sweetly sexy , funny and touching .  [ID: 38410]
 ##### 
2106. it 's pretty linear and only makeup-deep ,  [ID: 18356]
 ##### 
2107. we feel as if we 're seeing something purer than the real thing  [ID: 10931]
 ##### 
2108. in insignificance  [ID: 8287]
 ##### 
2109. feel after an 88-minute rip-off of the rock  [ID: 45242]
 ##### 
2110. , silly and monotonous  [ID: 52293]
 ##### 
2111. accompanied by the sketchiest of captions .  [ID: 6489]
 ##### 
2112. digs into their very minds  [ID: 41849]
 ##### 
2113. bracingly truthful antidote  [ID: 51852]
 ##### 
2114. 's an enthusiastic charm in fire that makes the formula fresh again  [ID: 31443]
 ##### 
2115. do justice to the awfulness of the movie , for that comes through all too painfully in the execution  [ID: 49671]
 ##### 
2116. ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents  [ID: 44033]
 ##### 
2117. becomes claustrophobic  [ID: 11371]
 ##### 
2118. realize , much to our dismay  [ID: 58525]
 ##### 
2119. director david fincher and writer david koepp ca n't sustain it .  [ID: 8376]
 ##### 
2120. back with the astonishing revelation  [ID: 48840]
 ##### 
2121. ... puts enough salt into the wounds of the tortured and self-conscious material to make it sting .  [ID: 32891]
 ##### 
2122. at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered  [ID: 6960]
 ##### 
2123. obvious and lengthy  [ID: 42927]
 ##### 
2124. watching a brian depalma movie is like watching an alfred hitchcock movie after drinking twelve beers .  [ID: 24170]
 ##### 
2125. 's also uninspired  [ID: 40516]
 ##### 
2126. terrific setpieces  [ID: 42312]
 ##### 
2127. is that wind-in-the-hair exhilarating .  [ID: 28975]
 ##### 
2128. tries too hard to be emotional  [ID: 20581]
 ##### 
2129. feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .  [ID: 35445]
 ##### 
2130. an evil , monstrous lunatic  [ID: 1268]
 ##### 
2131. adorably  [ID: 59301]
 ##### 
2132. donovan ... squanders his main asset , jackie chan ,  [ID: 25179]
 ##### 
2133. a tour de force of modern cinema .  [ID: 56904]
 ##### 
2134. the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .  [ID: 7861]
 ##### 
2135. is generally quite funny .  [ID: 5088]
 ##### 
2136. , but fun .  [ID: 37826]
 ##### 
2137. a delightful comedy  [ID: 67344]
 ##### 
2138. , the last kiss is really all about performances .  [ID: 15866]
 ##### 
2139. suits the story , wherein our hero must ride roughshod over incompetent cops to get his man  [ID: 22383]
 ##### 
2140. shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .  [ID: 2610]
 ##### 
2141. a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing  [ID: 4768]
 ##### 
2142. with few respites  [ID: 18597]
 ##### 
2143. it 's easy to love robin tunney -- she 's pretty and she can act -- but it gets harder and harder to understand her choices .  [ID: 16423]
 ##### 
2144. run-of-the-mill disney sequel  [ID: 9754]
 ##### 
2145. does n't have much to say beyond the news  [ID: 56184]
 ##### 
2146. luckiest  [ID: 4696]
 ##### 
2147. spaces both large ... and small ... with considerable aplomb  [ID: 38663]
 ##### 
2148. moore provides an invaluable service by sparking debate and encouraging thought .  [ID: 31308]
 ##### 
2149. the gifted crudup has the perfect face to play a handsome blank yearning to find himself ,  [ID: 42797]
 ##### 
2150. that i usually dread encountering the most  [ID: 64712]
 ##### 
2151. ya-yas everywhere will forgive the flaws and love the film .  [ID: 7585]
 ##### 
2152. nothing original in the way of slapstick sequences  [ID: 4886]
 ##### 
2153. dog-paddle in the mediocre end of the pool  [ID: 43467]
 ##### 
2154. 's still tainted by cliches , painful improbability and murky points  [ID: 22205]
 ##### 
2155. thrills , too many flashbacks and  [ID: 15268]
 ##### 
2156. no real surprises -- but still quite tasty and inviting all the same  [ID: 22374]
 ##### 
2157. is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' pg-13 rating .  [ID: 50230]
 ##### 
2158. `` radical '' or `` suck ''  [ID: 25737]
 ##### 
2159. going to make his debut as a film director  [ID: 61925]
 ##### 
2160. an inconsequential , barely there bit of piffle .  [ID: 19190]
 ##### 
2161. stand in future years as an eloquent memorial to the world trade center tragedy  [ID: 1365]
 ##### 
2162. of control on a long patch of black ice  [ID: 58830]
 ##### 
2163. intriguing what-if premise  [ID: 39335]
 ##### 
2164. with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life  [ID: 1002]
 ##### 
2165. a stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making .  [ID: 38216]
 ##### 
2166. very ugly  [ID: 9991]
 ##### 
2167. its low groan-to-guffaw ratio  [ID: 57136]
 ##### 
2168. funny ,  [ID: 2813]
 ##### 
2169. nifty twists  [ID: 37378]
 ##### 
2170. uncompelling  [ID: 23745]
 ##### 
2171. who feels acting is the heart and soul of cinema  [ID: 24664]
 ##### 
2172. and it is n't that funny .  [ID: 63595]
 ##### 
2173. miss it altogether  [ID: 58043]
 ##### 
2174. 's contrived and predictable  [ID: 54431]
 ##### 
2175. shows a level of young , black manhood that is funny , touching , smart and complicated .  [ID: 14252]
 ##### 
2176. shows moments of promise but  [ID: 61547]
 ##### 
2177. when it drags  [ID: 16844]
 ##### 
2178. vulgarity , sex scenes , and cussing  [ID: 21695]
 ##### 
2179. while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .  [ID: 5746]
 ##### 
2180. helmer hudlin tries to make a hip comedy ,  [ID: 1448]
 ##### 
2181. makes even elizabeth hurley seem graceless and ugly  [ID: 38835]
 ##### 
2182. providing an experience that is richer than anticipated  [ID: 25591]
 ##### 
2183. wonderful performances  [ID: 40169]
 ##### 
2184. above most of its ilk  [ID: 930]
 ##### 
2185. self-hatred instilled  [ID: 44686]
 ##### 
2186. gripping and  [ID: 31745]
 ##### 
2187. bones tickled  [ID: 24986]
 ##### 
2188. rush through  [ID: 57326]
 ##### 
2189. while clearly a manipulative film , emerges as powerful rather than cloying  [ID: 14287]
 ##### 
2190. the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate )  [ID: 13163]
 ##### 
2191. slow , predictable and  [ID: 8462]
 ##### 
2192. gaping plot holes sink this ` sub ' - standard thriller and drag audience enthusiasm to crush depth  [ID: 58470]
 ##### 
2193. it 's not just the vampires that are damned in queen of the damned -- the viewers will feel they suffer the same fate  [ID: 51930]
 ##### 
2194. outstanding performance  [ID: 53718]
 ##### 
2195. i ca n't wait to see what the director does next  [ID: 13339]
 ##### 
2196. finds its tone and several scenes run  [ID: 66203]
 ##### 
2197. virtually no understanding  [ID: 10458]
 ##### 
2198. snagged an oscar nomination  [ID: 66129]
 ##### 
2199. far too cliched  [ID: 36091]
 ##### 
2200. have no affinity for most of the characters  [ID: 44004]
 ##### 
2201. enough freshness  [ID: 60812]
 ##### 
2202. while remaining true to his principles  [ID: 13764]
 ##### 
2203. is a filmmaker of impressive talent  [ID: 41741]
 ##### 
2204. new movie rapes  [ID: 16285]
 ##### 
2205. eddie murphy and owen wilson have a cute partnership in i spy ,  [ID: 51888]
 ##### 
2206. too busy  [ID: 47169]
 ##### 
2207. lost .  [ID: 37447]
 ##### 
2208. it has a more colorful , more playful tone than his other films .  [ID: 19373]
 ##### 
2209. , we do n't feel much for damon/bourne or his predicament  [ID: 24500]
 ##### 
2210. bowling you over  [ID: 59543]
 ##### 
2211. any stylish sizzle  [ID: 36026]
 ##### 
2212. by a charm that 's conspicuously missing from the girls ' big-screen blowout  [ID: 60882]
 ##### 
2213. nothing more than the latest schwarzenegger or stallone  [ID: 7843]
 ##### 
2214. intelligent screenplay  [ID: 34149]
 ##### 
2215. becomes a hopeless , unsatisfying muddle  [ID: 57546]
 ##### 
2216. windtalkers seems to have ransacked every old world war ii movie for overly familiar material .  [ID: 12749]
 ##### 
2217. says far less about the horrifying historical reality than about the filmmaker 's characteristic style  [ID: 3599]
 ##### 
2218. and even touching  [ID: 16982]
 ##### 
2219. crudely  [ID: 43576]
 ##### 
2220. del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .  [ID: 23185]
 ##### 
2221. the metaphors are provocative , but too often , the viewer is left puzzled by the mechanics of the delivery .  [ID: 22878]
 ##### 
2222. more than that , it 's a work of enthralling drama  [ID: 42559]
 ##### 
2223. feels like a hazy high that takes too long to shake .  [ID: 10771]
 ##### 
2224. for attention it nearly breaks its little neck trying to perform entertaining tricks  [ID: 50285]
 ##### 
2225. the somber pacing and lack  [ID: 21858]
 ##### 
2226. of filmmaking with an assurance worthy of international acclaim  [ID: 12900]
 ##### 
2227. the basic flaws  [ID: 9861]
 ##### 
2228. gritty realism , crisp storytelling and radiant compassion  [ID: 38531]
 ##### 
2229. absorbing character study by andré turpin .  [ID: 12284]
 ##### 
2230. holofcener 's film offers just enough insight to keep it from being simpleminded , and  [ID: 33805]
 ##### 
2231. ( westbrook ) makes a wonderful subject for the camera .  [ID: 8677]
 ##### 
2232. celebrates the group 's playful spark of nonconformity  [ID: 55997]
 ##### 
2233. her presence succeeds in making us believe  [ID: 55734]
 ##### 
2234. true love  [ID: 35293]
 ##### 
2235. is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer  [ID: 26445]
 ##### 
2236. of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls  [ID: 41819]
 ##### 
2237. a thriller , and the performances  [ID: 25824]
 ##### 
2238. wan na watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?  [ID: 29187]
 ##### 
2239. nervy and memorable  [ID: 56619]
 ##### 
2240. its star  [ID: 28132]
 ##### 
2241. there is no substitute for on-screen chemistry  [ID: 32733]
 ##### 
2242. disease-of-the-week  [ID: 36555]
 ##### 
2243. the ensemble cast turns in a collectively stellar performance  [ID: 16080]
 ##### 
2244. ... the movie is too heady for children , and too preachy for adults .  [ID: 48246]
 ##### 
2245. tiny acts of kindness  [ID: 20999]
 ##### 
2246. gets old  [ID: 49216]
 ##### 
2247. great movie  [ID: 54592]
 ##### 
2248. costner 's warm-milk persona is just as ill-fitting as shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence olivier .  [ID: 43390]
 ##### 
2249. prove that ` zany ' does n't necessarily mean ` funny  [ID: 43538]
 ##### 
2250. manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity  [ID: 43199]
 ##### 
2251. stuart little 2 is a light , fun cheese puff of a movie .  [ID: 10380]
 ##### 
2252. does a great combination act as narrator , jewish grandmother and subject --  [ID: 1917]
 ##### 
2253. deserve to go down with a ship as leaky as this  [ID: 62778]
 ##### 
2254. fast-paced and wonderfully edited  [ID: 22313]
 ##### 
2255. the only entertainment  [ID: 12378]
 ##### 
2256. enormously good fun  [ID: 17476]
 ##### 
2257. depress you about life itself  [ID: 16535]
 ##### 
2258. funny , sexy , devastating and incurably romantic  [ID: 66023]
 ##### 
2259. a half dozen  [ID: 46999]
 ##### 
2260. straight-to-video  [ID: 14079]
 ##### 
2261. the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all  [ID: 63896]
 ##### 
2262. 'd rather watch them on the animal planet .  [ID: 34517]
