text,label,idx,index
a. Madeleine planned to catch the sardines and she did.,1,8487,8487
The tank filled with petrol out of the pump.,1,652,652
The president appointed Smith press secretary.,1,2386,2386
Bill is always complaining about the guys who work near him.,1,6218,6218
Several people seem sick.,1,7630,7630
Gilgamesh will seek Ishtar,1,7882,7882
"When it rains harder, how much faster a flow appears in the river?",1,124,124
Hartfield House is in Surrey.,1,6893,6893
Jane is visiting Emma.,1,6951,6951
"Mary, who John asked for help, thinks he is foolish.",1,4936,4936
Amanda carried the package from Boston to New York.,1,2692,2692
Both the workers will wear carnations.,1,4223,4223
John strived to be successful.,1,484,484
"Only Churchill remembered his giving the Blood, Sweat and Tears speech.",1,7644,7644
I pushed the table.,1,2246,2246
I lent the book all the way to Tony.,0,2102,2102
I emptied it with butter.,0,7367,7367
The jeweller decorated the ring with the name.,1,2335,2335
John loaded the bricks onto the truck.,1,615,615
The tuna must have been eaten.,1,6084,6084
That joke never fails to amuse little children.,1,2994,2994
Jerry has a blemish on the end of his sister's nose.,0,1896,1896
Fred must have been singing songs and probably was drinking beer.,1,4397,4397
where place are you living.,0,7975,7975
One of the people was dying of thirst.,1,4172,4172
Dina posed a lawyer.,0,2975,2975
Have you seen Mary? I have vP seen Mary,1,8269,8269
John wants to come up with as good a solution as Christine did.,1,5521,5521
Mary has more friends than just Bill and Pete.,1,5551,5551
I tried and buy some whiskey.,0,7057,7057
I wonder who and whose friends he handed over to the FBI.,1,6579,6579
The book brought to the meeting.,0,2687,2687
The judge offered the winner with a prize.,0,2327,2327
Bill seems to him to be handsome.,1,1065,1065
Martha carved a toy out of wood for the baby.,1,2142,2142
I went to the shop for to get bread.,1,7813,7813
The tuna will be being eaten.,1,6078,6078
I think that John likes his beer.,1,5947,5947
I'll work on it if Same will be too.,1,1602,1602
Herman mixed the eggs and the cream together.,1,2874,2874
John is said to be rich.,1,4655,4655
The old pigs love truffles,1,8496,8496
Martha carved the piece of wood into a toy.,1,2288,2288
"Broadly speaking, the project was successful.",1,3999,3999
Alison and David soaked their feet after dinner,1,8185,8185
"It is important the more you to eat, the more careful to be.",0,142,142
There still remains an issue to be solved.,1,3831,3831
Every boy has any potatoes.,0,5210,5210
"When John eats more, keep your mouth shut tighter, OK?",1,132,132
Maxwell is the man who won the Nobel Prize for astrology.,1,1689,1689
We talked about that he had worked at the White House.,0,7120,7120
I met John who grows peaches.,0,4939,4939
What place was the book sent by John?,0,6850,6850
Jane Fairfax received a piano from Frank.,1,6897,6897
What did Frank buy for Jane?,1,6683,6683
I covered the bread with butter.,1,7366,7366
"If one were to steal talismans from witches, then that would be dangerous.",1,7970,7970
"They said nobody would pay up, but pay up I know a boy who did.",0,1739,1739
I raw eat fish drunk.,0,842,842
"At the end of his speech, the president thanked any soldier who had fought in the gulf war.",1,6490,6490
A tangerine isn't as different from an orange as I'd thought.,1,5351,5351
Last year I saw this film several times.,1,3848,3848
I didn't eat any ice cream or the cake.,0,1950,1950
It is possible that Sam didn't pick those packages which are to be mailed tomorrow up.,0,1464,1464
Which picture is Ann going to send to her teacher of Chairman Mao as soon as she gets home?,0,1488,1488
George built the houses both.,0,6817,6817
"Harry believes that Sally is innocent, although no one else believes it.",1,1583,1583
Rutherford understands himself.,1,1213,1213
Stephen persuaded the cat to be out of the bag.,0,4301,4301
He kicked you.,1,4248,4248
To which city and which conference did Bill go to?,0,6575,6575
John talked to Bill about the exam.,1,3784,3784
That Louise had abandoned the project surprised everyone.,1,3717,3717
An old woman lived in the forest.,1,3286,3286
Any professional dancer would be able to do it.,1,5207,5207
They made him to exhaustion.,0,42,42
Water filled the cup high.,1,579,579
The clown amused the children with his antics.,1,2382,2382
"$100,000 will build you a house.",1,2937,2937
Rosemary tried to get a new car.,1,6269,6269
Who can put the book in the box?,1,4778,4778
He sees often Mary.,0,391,391
Anson gave Fluffy to Jenny.,1,8118,8118
That John was ill was widely believed.,1,4668,4668
Paula trimmed the bush.,1,2641,2641
There runs a man in the park.,0,4033,4033
Susan bought her birthday some flowers.,0,5685,5685
To whom did you throw the ball?,1,2069,2069
Mary knows that John was elected.,1,4905,4905
Ellen told a story to Helen.,1,3044,3044
They all agreed to include those matters everyone believed had been excluded from the Treaty.,1,4933,4933
The children admired photos of each other.,1,6291,6291
It was to Boston that they decided to take the patient.,1,5155,5155
Gilgamesh has eaten the honey,1,7994,7994
Heather cabled the news to Sara.,1,3061,3061
John learned French perfectly almost immediately.,1,688,688
Sally enough eats caviar.,0,5377,5377
Sam may be had been interrogating by the FBI.,0,4575,4575
Who do you think will question Seamus first?,1,5603,5603
For you to do that would be a mistake.,1,8103,8103
It was not until I was perhaps twenty-five or thirty that I read and enjoyed them.,1,5080,5080
Both Jane and Elizabeth were at home.,1,6810,6810
Either Dana or Lee are going to lead the parade.,1,7086,7086
There are three Davids in my class.,1,4135,4135
It is obvious to everybody that Tasha likes Misha.,1,5638,5638
Into the room sauntered Jeeves.,1,6638,6638
"I could find no solution, but Holly might.",1,949,949
That John was elected surprised Frank.,1,4906,4906
I'm surprised that he ever said anything.,1,5221,5221
Which otter you should adopt first is unclear.,1,4072,4072
"I'll turn the radio down, but I won't up.",0,935,935
Pelé visited his uncle.,1,7299,7299
John has a hole in his quilt's upper right-hand corner.,0,1891,1891
"He'll no can do it, will he?",1,7859,7859
John tried Bill to play checkers.,0,1817,1817
Carol cut her thumb.,1,2853,2853
Some man has ever beaten the centaur.,0,5868,5868
To please John would be difficult.,1,5273,5273
The girls wondered who Mr Bennet had received in his library.,1,6756,6756
Mary waited for the bus and to go home.,0,3641,3641
I would like for John to win.,1,506,506
Ellen warned Helen.,1,3088,3088
"Tom ordered bacon, and Dick ordered lettuce, and I think that Harry ordered tomatoes.",1,1555,1555
You washed myself.,0,4246,4246
The reporters expected that the principal would fire some teacher.,1,1426,1426
The termites destroyed the sand castle.,1,3797,3797
Do you like peanut butter?,1,6092,6092
I must can eat plums.,0,6002,6002
They caused him to become angry by making him.,0,40,40
John received a book.,1,573,573
Plays and ballets alternate together.,0,2322,2322
Gilgamesh has not been reading the cuneiform tablets,1,8245,8245
That he ever went there alone is odd.,1,1512,1512
In the hallway there ticked a grandfather clock.,1,3209,3209
The sheep cries,1,7966,7966
Angus is not leaving.,1,5994,5994
How quickly did you eat the cake?,1,8151,8151
We are discussing their claim that flying saucers are real.,1,1242,1242
You should attempt answering every question.,0,4103,4103
Alan told me who wanted to seem to be invincible.,1,6275,6275
Fred had a snake behind the car Joe was sitting in.,1,1903,1903
I saw the one with long hair.,1,7386,7386
I put the milk in the fridge.,1,5727,5727
It mattered with a telescope.,0,7365,7365
Bill cried Sue to sleep.,0,78,78
Fred is thinking about whether he should stay in Seoul.,1,4090,4090
Lee is believed to like not Kim.,0,4496,4496
Sarah sang a hymn.,1,2475,2475
Gillian has made pasta and David is too.,0,8125,8125
We talked about Mr. Colson and that he had worked at the.,1,7117,7117
They read the every book.,0,3548,3548
The contract is subject to approval by my committee.,1,4026,4026
Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.,0,7019,7019
a pencil with which to write broke.,1,4919,4919
I had hoped that it was true for many years that Rosa Luxemburg had actually defected to Iceland.,1,6583,6583
The oak developed out of a maple.,1,544,544
They returned the books all to their owners.,1,718,718
Nora brought Pamela the book.,1,2685,2685
"Only Churchill remembered himself giving the Blood, Sweat and.",1,7645,7645
Martha climbed up the mountain.,1,2254,2254
Stacy arrived at the palace.,1,6126,6126
Peter thinks that Cathy loves him.,1,5831,5831
Traci gave the whale a lollipop.,1,5874,5874
Almost any owl hunts mice.,1,5247,5247
David wrote that you said that Anson thought that Julie had fainted,1,7914,7914
Gilgamesh misses Aphrodite,1,8357,8357
The microphone salesman's 0 irritating patter was relentless.,1,7991,7991
I took a snooze.,1,1230,1230
I sent money.,1,7688,7688
Catriona opened the door with this key.,1,6920,6920
"The fatter that that he gets bothers him, the more he eats.",0,186,186
I lifted him up the books.,0,2574,2574
The people in whose house we stayed left.,1,4924,4924
The jeweller copied the name on the ring.,1,2332,2332
I think she is pregnant,1,7761,7761
Did not Sue pass her exam?,0,7468,7468
I put the book to Sally.,0,2537,2537
I have some voice exercises to play the guitar and sing.,0,1762,1762
The cat was leaving.,1,6024,6024
John tried to sleep.,1,7660,7660
Mary is more than six feet tall.,1,5343,5343
Wilt is taller than I believe that Bill is.,1,1768,1768
The metal was hammered flat.,1,2509,2509
How hard to read the book it was!,0,5283,5283
I separated the yolk from the white.,1,2302,2302
I gave the book to Harvey because he asked me to.,1,1565,1565
The sing loved peanut butter cookies.,0,5644,5644
Heidi said that Bill's pictures of herself were embarrassing.,0,6332,6332
I love the food they cook in the halls of residence.,1,6727,6727
Lee asked me how fond of chocolates the monkeys are.,1,4803,4803
Nora pushed the chair against the wall.,1,2717,2717
Jessica sprayed paint on the wall.,1,2594,2594
He tries to put everyone who he doesn't like on.,0,1160,1160
People now drink less beer.,1,3493,3493
Heather cabled for Sara to come.,1,3065,3065
I lifted the book onto the out of the box.,1,2568,2568
"The more you eat, the less you want.",1,99,99
A is similar to B.,1,3837,3837
Jennifer swatted Steve.,1,6109,6109
"The dumplings which Sasha is gobbling down faster than I can reheat are extremely tasty, if I do say so.",0,1333,1333
The guests drank the teapot dry.,1,2503,2503
Paintings admire easily.,0,3000,3000
"Handsome though my friends suggested that Mary thinks that Tom is, I still won't date him.",0,5317,5317
John is touching the wall.,1,555,555
This hammer won't break.,0,2235,2235
A proof that the claim had been made was given that John had lied.,0,1461,1461
Paula hit the fence with the stick.,1,2339,2339
The scientist ran the rats through the maze.,1,2187,2187
You may pick absolutely any flower.,1,6379,6379
It was so awful a picture that I tore it up.,1,5486,5486
John promised Bill to leave.,1,7652,7652
It's mainly his attitude which convinced the teacher.,1,5085,5085
I saw these dancers and those musicians smoking something.,1,5693,5693
"Although no one else believes that Sally is innocent, Harry believes it.",1,1584,1584
Barbara handed them to Alan on Tuesday.,1,6651,6651
Mary thinks that Bill will come.,1,7444,7444
There is arriving three men at that station.,0,813,813
Peter is the old pigs.,0,8456,8456
"After reading the pamphlet, Judy threw them into the garbage can.",0,4130,4130
What did Bill allege that Roger had eaten?,1,1930,1930
I am to eat macaroni.,1,8424,8424
John could not leave the town.,1,4503,4503
The nurse who polished her trombone and the plumber computed my tax was a blond.,0,1269,1269
We persuaded the dentist to examine ourselves.,0,4368,4368
What is it likely for Beth to have bought at the supermarket?,1,6215,6215
Ellen complained about the situation to Helen.,1,3087,3087
